ID,University,Administration_dept,Location,Level
3112,延边大学,吉林省,延边朝鲜族自治州,本科
3113,长春理工大学,吉林省,长春市,本科
3114,东北电力大学,吉林省,吉林市,本科
3115,长春工业大学,吉林省,长春市,本科
3116,吉林建筑大学,吉林省,长春市,本科
3117,吉林化工学院,吉林省,吉林市,本科
3118,吉林农业大学,吉林省,长春市,本科
3119,长春中医药大学,吉林省,长春市,本科
3120,东北师范大学,教育部,长春市,本科
3121,北华大学,吉林省,吉林市,本科
3122,通化师范学院,吉林省,通化市,本科
3123,吉林师范大学,吉林省,四平市,本科
3124,吉林工程技术师范学院,吉林省,长春市,本科
3125,长春师范大学,吉林省,长春市,本科
3126,白城师范学院,吉林省,白城市,本科
3127,吉林财经大学,吉林省,长春市,本科
3128,吉林体育学院,吉林省,长春市,本科
3129,吉林艺术学院,吉林省,长春市,本科
3130,吉林华桥外国语学院,吉林省教育厅,长春市,本科
3131,吉林工商学院,吉林省,长春市,本科
3132,长春工程学院,吉林省,长春市,本科
3133,吉林农业科技学院,吉林省,吉林市,本科
3134,吉林警察学院,吉林省,长春市,本科
3135,长春大学,吉林省,长春市,本科
3136,长春光华学院,吉林省教育厅,长春市,本科
3137,长春工业大学人文信息学院,吉林省教育厅,长春市,本科
3138,长春理工大学光电信息学院,吉林省教育厅,长春市,本科
3139,长春财经学院,吉林省教育厅,长春市,本科
3140,吉林建筑大学城建学院,吉林省教育厅,长春市,本科
3141,长春建筑学院,吉林省教育厅,长春市,本科
3142,长春科技学院,吉林省教育厅,长春市,本科
3143,吉林动画学院,吉林省教育厅,长春市,本科
3144,吉林师范大学博达学院,吉林省教育厅,四平市,本科
3145,长春大学旅游学院,吉林省教育厅,长春市,本科
3146,东北师范大学人文学院,吉林省教育厅,长春市,本科
3147,吉林医药学院,吉林省,吉林市,本科
3148,长春师范高等专科学校,吉林省,长春市,专科
3149,辽源职业技术学院,吉林省,辽源市,专科
3150,四平职业大学,吉林省,四平市,专科
3151,长春汽车工业高等专科学校,吉林省,长春市,专科
3152,长春金融高等专科学校,吉林省,长春市,专科
3153,长春医学高等专科学校,吉林省,长春市,专科
3154,吉林交通职业技术学院,吉林省,长春市,专科
3155,长春东方职业学院,吉林省教育厅,长春市,专科
3156,吉林司法警官职业学院,吉林省,长春市,专科
3157,吉林电子信息职业技术学院,吉林省,吉林市,专科
3158,吉林工业职业技术学院,吉林省,吉林市,专科
3159,吉林工程职业学院,吉林省,四平市,专科
3160,长春职业技术学院,吉林省,长春市,专科
3161,白城医学高等专科学校,吉林省,白城市,专科
3162,长春信息技术职业学院,吉林省教育厅,长春市,专科
3163,松原职业技术学院,吉林省,松原市,专科
3164,吉林铁道职业技术学院,吉林省,吉林市,专科
3165,白城职业技术学院,吉林省,白城市,专科
3166,长白山职业技术学院,吉林省,白山市,专科
3167,吉林科技职业技术学院,吉林省教育厅,长春市,专科
3168,延边职业技术学院,吉林省,延边朝鲜族自治州,专科
3169,吉林城市职业技术学院,吉林省教育厅,长春市,专科
3170,吉林职业技术学院,吉林省教育厅,延边朝鲜族自治州,专科
3171,黑龙江大学,黑龙江省,哈尔滨市,本科
3172,哈尔滨工业大学,工业和信息化部,哈尔滨市,本科
3173,哈尔滨理工大学,黑龙江省,哈尔滨市,本科
3174,哈尔滨工程大学,工业和信息化部,哈尔滨市,本科
3175,黑龙江科技大学,黑龙江省,哈尔滨市,本科
3176,东北石油大学,黑龙江省,大庆市,本科
3177,佳木斯大学,黑龙江省,佳木斯市,本科
3178,黑龙江八一农垦大学,黑龙江省,大庆市,本科
3179,东北农业大学,黑龙江省,哈尔滨市,本科
3180,东北林业大学,教育部,哈尔滨市,本科
3181,哈尔滨医科大学,黑龙江省,哈尔滨市,本科
3182,黑龙江中医药大学,黑龙江省,哈尔滨市,本科
3183,牡丹江医学院,黑龙江省,牡丹江市,本科
3184,哈尔滨师范大学,黑龙江省,哈尔滨市,本科
3185,齐齐哈尔大学,黑龙江省,齐齐哈尔市,本科
3186,牡丹江师范学院,黑龙江省,牡丹江市,本科
3187,哈尔滨学院,黑龙江省,哈尔滨市,本科
3188,大庆师范学院,黑龙江省,大庆市,本科
3189,绥化学院,黑龙江省,绥化市,本科
3190,哈尔滨商业大学,黑龙江省,哈尔滨市,本科
3191,哈尔滨体育学院,黑龙江省,哈尔滨市,本科
3192,哈尔滨金融学院,黑龙江省,哈尔滨市,本科
3193,齐齐哈尔医学院,黑龙江省,齐齐哈尔市,本科
3194,黑龙江工业学院,黑龙江省,鸡西市,本科
3195,黑龙江东方学院,黑龙江省教育厅,哈尔滨市,本科
3196,哈尔滨信息工程学院,黑龙江省教育厅,哈尔滨市,本科
3197,黑龙江工程学院,黑龙江省,哈尔滨市,本科
3198,齐齐哈尔工程学院,黑龙江省教育厅,齐齐哈尔市,本科
3199,黑龙江外国语学院,黑龙江省教育厅,哈尔滨市,本科
3200,黑龙江财经学院,黑龙江省教育厅,哈尔滨市,本科
3201,哈尔滨石油学院,黑龙江省教育厅,哈尔滨市,本科
3202,黑龙江工商学院,黑龙江省教育厅,哈尔滨市,本科
3203,哈尔滨远东理工学院,黑龙江省教育厅,哈尔滨市,本科
3204,哈尔滨剑桥学院,黑龙江省教育厅,哈尔滨市,本科
3205,黑龙江工程学院昆仑旅游学院,黑龙江省教育厅,哈尔滨市,本科
3206,哈尔滨广厦学院,黑龙江省教育厅,哈尔滨市,本科
3207,哈尔滨华德学院,黑龙江省教育厅,哈尔滨市,本科
3208,黑河学院,黑龙江省,黑河市,本科
3209,哈尔滨音乐学院,黑龙江省,哈尔滨市,本科
3210,齐齐哈尔高等师范专科学校,黑龙江省,齐齐哈尔市,专科
3211,伊春职业学院,黑龙江省,伊春市,专科
3212,牡丹江大学,黑龙江省,牡丹江市,专科
3213,黑龙江职业学院,黑龙江省,哈尔滨市,专科
3214,黑龙江建筑职业技术学院,黑龙江省,哈尔滨市,专科
3215,黑龙江艺术职业学院,黑龙江省,哈尔滨市,专科
3216,大庆职业学院,黑龙江省,大庆市,专科
3217,黑龙江林业职业技术学院,黑龙江省,牡丹江市,专科
3218,黑龙江农业职业技术学院,黑龙江省,佳木斯市,专科
3219,黑龙江农业工程职业学院,黑龙江省,哈尔滨市,专科
3220,黑龙江农垦职业学院,黑龙江省,哈尔滨市,专科
3221,黑龙江司法警官职业学院,黑龙江省,哈尔滨市,专科
3222,鹤岗师范高等专科学校,黑龙江省,鹤岗市,专科
3223,哈尔滨电力职业技术学院,黑龙江省,哈尔滨市,专科
3224,哈尔滨铁道职业技术学院,黑龙江省,哈尔滨市,专科
3225,大兴安岭职业学院,黑龙江省,大兴安岭地区,专科
3226,黑龙江农业经济职业学院,黑龙江省,牡丹江市,专科
3227,哈尔滨职业技术学院,黑龙江省,哈尔滨市,专科
3228,哈尔滨传媒职业学院,黑龙江省教育厅,哈尔滨市,专科
3229,黑龙江生物科技职业学院,黑龙江省,哈尔滨市,专科
3230,黑龙江商业职业学院,黑龙江省,牡丹江市,专科
3231,黑龙江公安警官职业学院,黑龙江省,哈尔滨市,专科
3232,黑龙江信息技术职业学院,黑龙江省,哈尔滨市,专科
3233,哈尔滨江南职业技术学院,黑龙江省教育厅,哈尔滨市,专科
3234,黑龙江农垦科技职业学院,黑龙江省,哈尔滨市,专科
3235,黑龙江旅游职业技术学院,黑龙江省,哈尔滨市,专科
3236,黑龙江三江美术职业学院,黑龙江省教育厅,佳木斯市,专科
3237,黑龙江生态工程职业学院,黑龙江省,哈尔滨市,专科
3238,黑龙江煤炭职业技术学院,黑龙江省,双鸭山市,专科
3239,七台河职业学院,黑龙江省,七台河市,专科
3240,黑龙江民族职业学院,黑龙江省,哈尔滨市,专科
3241,大庆医学高等专科学校,黑龙江省,大庆市,专科
3242,黑龙江交通职业技术学院,黑龙江省,齐齐哈尔市,专科
3243,哈尔滨应用职业技术学院,黑龙江省教育厅,哈尔滨市,专科
3244,黑龙江幼儿师范高等专科学校,黑龙江省,牡丹江市,专科
3245,哈尔滨科学技术职业学院,黑龙江省,哈尔滨市,专科
3246,黑龙江粮食职业学院,黑龙江省,哈尔滨市,专科
3247,佳木斯职业学院,黑龙江省,佳木斯市,专科
3248,黑龙江护理高等专科学校,黑龙江省,哈尔滨市,专科
3249,哈尔滨工程技术职业学院,黑龙江省教育厅,哈尔滨市,专科
3250,齐齐哈尔理工职业学院,黑龙江省教育厅,齐齐哈尔市,专科
3251,哈尔滨幼儿师范高等专科学校,黑龙江省,哈尔滨市,专科
3252,黑龙江冰雪体育职业学院,黑龙江省,哈尔滨市,专科
3253,复旦大学,教育部,上海市,本科
3254,同济大学,教育部,上海市,本科
3255,上海交通大学,教育部,上海市,本科
3256,华东理工大学,教育部,上海市,本科
3257,上海理工大学,上海市,上海市,本科
3258,上海海事大学,上海市,上海市,本科
3259,东华大学,教育部,上海市,本科
3260,上海电力学院,上海市,上海市,本科
3261,上海应用技术大学,上海市,上海市,本科
3262,上海健康医学院,上海市,上海市,本科
3263,上海海洋大学,上海市,上海市,本科
3264,上海中医药大学,上海市,上海市,本科
3265,华东师范大学,教育部,上海市,本科
3266,上海师范大学,上海市,上海市,本科
3267,上海外国语大学,教育部,上海市,本科
3268,上海财经大学,教育部,上海市,本科
3269,上海对外经贸大学,上海市,上海市,本科
3270,上海海关学院,海关总署,上海市,本科
3271,华东政法大学,上海市,上海市,本科
3272,上海体育学院,上海市,上海市,本科
3273,上海音乐学院,上海市,上海市,本科
3274,上海戏剧学院,上海市,上海市,本科
3275,上海大学,上海市,上海市,本科
3276,上海公安学院,上海市,上海市,本科
3277,上海工程技术大学,上海市,上海市,本科
3278,上海立信会计金融学院,上海市,上海市,本科
3279,上海电机学院,上海市,上海市,本科
3280,上海杉达学院,上海市教委,上海市,本科
3281,上海政法学院,上海市,上海市,本科
3282,上海第二工业大学,上海市,上海市,本科
3283,上海商学院,上海市,上海市,本科
3284,上海建桥学院,上海市教委,上海市,本科
3285,上海兴伟学院,上海市教委,上海市,本科
3286,上海视觉艺术学院,上海市教委,上海市,本科
3287,上海外国语大学贤达经济人文学院,上海市教委,上海市,本科
3288,上海师范大学天华学院,上海市教委,上海市,本科
3289,上海科技大学,"上海市
中国科学院",上海市,本科
3290,上海纽约大学,上海市教委,上海市,本科
3291,上海旅游高等专科学校,上海市,上海市,专科
3292,上海东海职业技术学院,上海市教委,上海市,专科
3293,上海工商职业技术学院,上海市教委,上海市,专科
3294,上海出版印刷高等专科学校,上海市,上海市,专科
3295,上海行健职业学院,上海市,上海市,专科
3296,上海城建职业学院,上海市,上海市,专科
3297,上海交通职业技术学院,上海市,上海市,专科
3298,上海海事职业技术学院,上海市,上海市,专科
3299,上海电子信息职业技术学院,上海市,上海市,专科
3300,上海震旦职业学院,上海市教委,上海市,专科
3301,上海民远职业技术学院,上海市教委,上海市,专科
3302,上海欧华职业技术学院,上海市教委,上海市,专科
3303,上海思博职业技术学院,上海市教委,上海市,专科
3304,上海立达职业技术学院,上海市教委,上海市,专科
3305,上海工艺美术职业学院,上海市,上海市,专科
3306,上海济光职业技术学院,上海市教委,上海市,专科
3307,上海工商外国语职业学院,上海市教委,上海市,专科
3308,上海科学技术职业学院,上海市,上海市,专科
3309,上海农林职业技术学院,上海市,上海市,专科
3310,上海邦德职业技术学院,上海市教委,上海市,专科
3311,上海中侨职业技术学院,上海市教委,上海市,专科
3312,上海电影艺术职业学院,上海市教委,上海市,专科
3313,上海中华职业技术学院,上海市教委,上海市,专科
3314,上海工会管理职业学院,上海市,上海市,专科
3315,上海体育职业学院,上海市,上海市,专科
3316,上海民航职业技术学院,交通运输部,上海市,专科
3317,南京大学,教育部,南京市,本科
3318,苏州大学,江苏省,苏州市,本科
3319,东南大学,教育部,南京市,本科
3320,南京航空航天大学,工业和信息化部,南京市,本科
3321,南京理工大学,工业和信息化部,南京市,本科
3322,江苏科技大学,江苏省,镇江市,本科
3323,中国矿业大学,教育部,徐州市,本科
3324,南京工业大学,江苏省,南京市,本科
3325,常州大学,江苏省,常州市,本科
3326,南京邮电大学,江苏省,南京市,本科
3327,河海大学,教育部,南京市,本科
3328,江南大学,教育部,无锡市,本科
3329,南京林业大学,江苏省,南京市,本科
3330,江苏大学,江苏省,镇江市,本科
3331,南京信息工程大学,江苏省,南京市,本科
3332,南通大学,江苏省,南通市,本科
3333,盐城工学院,江苏省,盐城市,本科
3334,南京农业大学,教育部,南京市,本科
3335,南京医科大学,江苏省,南京市,本科
3336,徐州医科大学,江苏省,徐州市,本科
3337,南京中医药大学,江苏省,南京市,本科
3338,中国药科大学,教育部,南京市,本科
3339,南京师范大学,江苏省,南京市,本科
3340,江苏师范大学,江苏省,徐州市,本科
3341,淮阴师范学院,江苏省,淮安市,本科
3342,盐城师范学院,江苏省,盐城市,本科
3343,南京财经大学,江苏省,南京市,本科
3344,江苏警官学院,江苏省,南京市,本科
3345,南京体育学院,江苏省,南京市,本科
3346,南京艺术学院,江苏省,南京市,本科
3347,苏州科技大学,江苏省,苏州市,本科
3348,常熟理工学院,江苏省,苏州市,本科
3349,淮阴工学院,江苏省,淮安市,本科
3350,常州工学院,江苏省,常州市,本科
3351,扬州大学,江苏省,扬州市,本科
3352,三江学院,江苏省教育厅,南京市,本科
3353,南京工程学院,江苏省,南京市,本科
3354,南京审计大学,江苏省,南京市,本科
3355,南京晓庄学院,江苏省,南京市,本科
3356,江苏理工学院,江苏省,常州市,本科
3357,淮海工学院,江苏省,连云港市,本科
3358,徐州工程学院,江苏省,徐州市,本科
3359,南京特殊教育师范学院,江苏省,南京市,本科
3360,南通理工学院,江苏省教育厅,南通市,本科
3361,南京森林警察学院,国家林业局,南京市,本科
3362,东南大学成贤学院,江苏省教育厅,南京市,本科
3363,泰州学院,江苏省,泰州市,本科
3364,无锡太湖学院,江苏省教育厅,无锡市,本科
3365,金陵科技学院,江苏省,南京市,本科
3366,中国矿业大学徐海学院,江苏省教育厅,徐州市,本科
3367,南京大学金陵学院,江苏省教育厅,南京市,本科
3368,南京理工大学紫金学院,江苏省教育厅,南京市,本科
3369,南京航空航天大学金城学院,江苏省教育厅,南京市,本科
3370,中国传媒大学南广学院,江苏省教育厅,南京市,本科
3371,南京理工大学泰州科技学院,江苏省教育厅,泰州市,本科
3372,南京师范大学泰州学院,江苏省教育厅,泰州市,本科
3373,南京工业大学浦江学院,江苏省教育厅,南京市,本科
3374,南京师范大学中北学院,江苏省教育厅,南京市,本科
3375,南京医科大学康达学院,江苏省教育厅,连云港市,本科
3376,南京中医药大学翰林学院,江苏省教育厅,泰州市,本科
3377,南京信息工程大学滨江学院,江苏省教育厅,南京市,本科
3378,苏州大学文正学院,江苏省教育厅,苏州市,本科
3379,苏州大学应用技术学院,江苏省教育厅,苏州市,本科
3380,苏州科技大学天平学院,江苏省教育厅,苏州市,本科
3381,江苏大学京江学院,江苏省教育厅,镇江市,本科
3382,扬州大学广陵学院,江苏省教育厅,扬州市,本科
3383,江苏师范大学科文学院,江苏省教育厅,徐州市,本科
3384,南京邮电大学通达学院,江苏省教育厅,扬州市,本科
3385,南京财经大学红山学院,江苏省教育厅,镇江市,本科
3386,江苏科技大学苏州理工学院,江苏省教育厅,张家港市,本科
3387,常州大学怀德学院,江苏省教育厅,泰州市,本科
3388,南通大学杏林学院,江苏省教育厅,南通市,本科
3389,南京审计大学金审学院,江苏省教育厅,南京市,本科
3390,宿迁学院,江苏省教育厅,宿迁市,本科
3391,江苏第二师范学院,江苏省,南京市,本科
3392,西交利物浦大学,江苏省教育厅,苏州市,本科
3393,昆山杜克大学,江苏省教育厅,苏州市,本科
3394,盐城幼儿师范高等专科学校,江苏省,盐城市,专科
3395,苏州幼儿师范高等专科学校,江苏省,苏州市,专科
3396,民办明达职业技术学院,江苏省教育厅,盐城市,专科
3397,无锡职业技术学院,江苏省,无锡市,专科
3398,江苏建筑职业技术学院,江苏省,徐州市,专科
3399,南京工业职业技术学院,江苏省,南京市,专科
3400,江苏工程职业技术学院,江苏省,南通市,专科
3401,苏州工艺美术职业技术学院,江苏省,苏州市,专科
3402,连云港职业技术学院,江苏省,连云港市,专科
3403,镇江市高等专科学校,江苏省,镇江市,专科
3404,南通职业大学,江苏省,南通市,专科
3405,苏州职业大学,江苏省,苏州市,专科
3406,沙洲职业工学院,江苏省,苏州市,专科
3407,扬州市职业大学,江苏省,扬州市,专科
3408,连云港师范高等专科学校,江苏省,连云港市,专科
3409,江苏经贸职业技术学院,江苏省,南京市,专科
3410,九州职业技术学院,江苏省教育厅,徐州市,专科
3411,硅湖职业技术学院,江苏省教育厅,苏州市,专科
3412,泰州职业技术学院,江苏省,泰州市,专科
3413,常州信息职业技术学院,江苏省,常州市,专科
3414,江苏联合职业技术学院,江苏省,南京市,专科
3415,江苏海事职业技术学院,江苏省,南京市,专科
3416,应天职业技术学院,江苏省教育厅,南京市,专科
3417,无锡科技职业学院,江苏省,无锡市,专科
3418,盐城卫生职业技术学院,江苏省,盐城市,专科
3419,扬州环境资源职业技术学院,江苏省,扬州市,专科
3420,南通科技职业学院,江苏省,南通市,专科
3421,苏州经贸职业技术学院,江苏省,苏州市,专科
3422,苏州工业职业技术学院,江苏省,苏州市,专科
3423,苏州托普信息职业技术学院,江苏省教育厅,苏州市,专科
3424,苏州卫生职业技术学院,江苏省,苏州市,专科
3425,无锡商业职业技术学院,江苏省,无锡市,专科
3426,南通航运职业技术学院,江苏省,南通市,专科
3427,南京交通职业技术学院,江苏省,南京市,专科
3428,淮安信息职业技术学院,江苏省,淮安市,专科
3429,江苏农牧科技职业学院,江苏省,泰州市,专科
3430,常州纺织服装职业技术学院,江苏省,常州市,专科
3431,苏州农业职业技术学院,江苏省,苏州市,专科
3432,苏州工业园区职业技术学院,江苏省,苏州市,专科
3433,太湖创意职业技术学院,江苏省教育厅,无锡市,专科
3434,炎黄职业技术学院,江苏省教育厅,淮安市,专科
3435,南京科技职业学院,江苏省,南京市,专科
3436,正德职业技术学院,江苏省教育厅,南京市,专科
3437,钟山职业技术学院,江苏省教育厅,南京市,专科
3438,无锡南洋职业技术学院,江苏省教育厅,无锡市,专科
3439,江南影视艺术职业学院,江苏省教育厅,无锡市,专科
3440,金肯职业技术学院,江苏省教育厅,南京市,专科
3441,常州轻工职业技术学院,江苏省,常州市,专科
3442,常州工程职业技术学院,江苏省,常州市,专科
3443,江苏农林职业技术学院,江苏省,镇江市,专科
3444,江苏食品药品职业技术学院,江苏省,淮安市,专科
3445,建东职业技术学院,江苏省教育厅,常州市,专科
3446,南京铁道职业技术学院,江苏省,南京市,专科
3447,徐州工业职业技术学院,江苏省,徐州市,专科
3448,江苏信息职业技术学院,江苏省,无锡市,专科
3449,宿迁职业技术学院,江苏省,宿迁市,专科
3450,南京信息职业技术学院,江苏省,南京市,专科
3451,江海职业技术学院,江苏省教育厅,扬州市,专科
3452,常州机电职业技术学院,江苏省,常州市,专科
3453,江阴职业技术学院,江苏省,无锡市,专科
3454,无锡城市职业技术学院,江苏省,无锡市,专科
3455,无锡工艺职业技术学院,江苏省,无锡市,专科
3456,金山职业技术学院,江苏省教育厅,镇江市,专科
3457,苏州健雄职业技术学院,江苏省,苏州市,专科
3458,盐城工业职业技术学院,江苏省,盐城市,专科
3459,江苏财经职业技术学院,江苏省,淮安市,专科
3460,扬州工业职业技术学院,江苏省,扬州市,专科
3461,苏州港大思培科技职业学院,江苏省教育厅,苏州市,专科
3462,昆山登云科技职业学院,江苏省教育厅,苏州市,专科
3463,南京视觉艺术职业学院,江苏省教育厅,南京市,专科
3464,江苏城市职业学院,江苏省,南京市,专科
3465,南京城市职业学院,江苏省,南京市,专科
3466,南京机电职业技术学院,江苏省,南京市,专科
3467,苏州高博软件技术职业学院,江苏省教育厅,苏州市,专科
3468,南京旅游职业学院,江苏省,南京市,专科
3469,江苏建康职业学院,江苏省,南京市,专科
3470,苏州信息职业技术学院,江苏省,苏州市,专科
3471,宿迁泽达职业技术学院,江苏省教育厅,宿迁市,专科
3472,苏州工业园区服务外包职业学院,江苏省,苏州市,专科
3473,徐州幼儿师范高等专科学校,江苏省,徐州市,专科
3474,徐州生物工程职业技术学院,江苏省,徐州市,专科
3475,江苏商贸职业学院,江苏省,南通市,专科
3476,南通师范高等专科学校,江苏省,南通市,专科
3477,扬州中瑞酒店职业学院,江苏省教育厅,扬州市,专科
3478,江苏护理职业学院,江苏省,淮安市,专科
3479,江苏财会职业学院,江苏省,连云港市,专科
3480,江苏城乡建设职业学院,江苏省,常州市,专科
3481,江苏航空职业技术学院,江苏省,镇江市,专科
3482,江苏安全技术职业学院,江苏省,徐州市,专科
3483,浙江大学,教育部,杭州市,本科
3484,杭州电子科技大学,浙江省,杭州市,本科
3485,浙江工业大学,浙江省,杭州市,本科
3486,浙江理工大学,浙江省,杭州市,本科
3487,浙江海洋大学,浙江省,舟山市,本科
3488,浙江农林大学,浙江省,杭州市,本科
3489,温州医科大学,浙江省,温州市,本科
3490,浙江中医药大学,浙江省,杭州市,本科
3491,浙江师范大学,浙江省,金华市,本科
3492,杭州师范大学,浙江省,杭州市,本科
3493,湖州师范学院,浙江省,湖州市,本科
3494,绍兴文理学院,浙江省,绍兴市,本科
3495,台州学院,浙江省,台州市,本科
3496,温州大学,浙江省,温州市,本科
3497,丽水学院,浙江省,丽水市,本科
3498,浙江工商大学,浙江省,杭州市,本科
3499,嘉兴学院,浙江省,嘉兴市,本科
3500,中国美术学院,浙江省,杭州市,本科
3501,中国计量大学,浙江省,杭州市,本科
3502,公安海警学院,公安部,宁波市,本科
3503,浙江万里学院,浙江省,宁波市,本科
3504,浙江科技学院,浙江省,杭州市,本科
3505,宁波工程学院,浙江省,宁波市,本科
3506,浙江水利水电学院,浙江省,杭州市,本科
3507,浙江财经大学,浙江省,杭州市,本科
3508,浙江警察学院,浙江省,杭州市,本科
3509,衢州学院,浙江省,衢州市,本科
3510,宁波大学,浙江省,宁波市,本科
3511,浙江传媒学院,浙江省,杭州市,本科
3512,浙江树人学院,浙江省教育厅,杭州市,本科
3513,浙江越秀外国语学院,浙江省教育厅,绍兴市,本科
3514,宁波大红鹰学院,浙江省教育厅,宁波市,本科
3515,浙江大学城市学院,浙江省教育厅,杭州市,本科
3516,浙江大学宁波理工学院,浙江省教育厅,宁波市,本科
3517,杭州医学院,浙江省,杭州市,本科
3518,浙江工业大学之江学院,浙江省教育厅,杭州市,本科
3519,浙江师范大学行知学院,浙江省教育厅,金华市,本科
3520,宁波大学科学技术学院,浙江省教育厅,宁波市,本科
3521,杭州电子科技大学信息工程学院,浙江省教育厅,杭州市,本科
3522,浙江理工大学科技与艺术学院,浙江省教育厅,杭州市,本科
3523,浙江海洋大学东海科学技术学院,浙江省教育厅,舟山市,本科
3524,浙江农林大学暨阳学院,浙江省教育厅,绍兴市,本科
3525,温州医科大学仁济学院,浙江省教育厅,温州市,本科
3526,浙江中医药大学滨江学院,浙江省教育厅,杭州市,本科
3527,杭州师范大学钱江学院,浙江省教育厅,杭州市,本科
3528,湖州师范学院求真学院,浙江省教育厅,湖州市,本科
3529,绍兴文理学院元培学院,浙江省教育厅,绍兴市,本科
3530,温州大学瓯江学院,浙江省教育厅,温州市,本科
3531,浙江工商大学杭州商学院,浙江省教育厅,杭州市,本科
3532,嘉兴学院南湖学院,浙江省教育厅,嘉兴市,本科
3533,中国计量大学现代科技学院,浙江省教育厅,杭州市,本科
3534,浙江财经大学东方学院,浙江省教育厅,嘉兴市,本科
3535,温州商学院,浙江省教育厅,温州市,本科
3536,同济大学浙江学院,浙江省教育厅,嘉兴市,本科
3537,上海财经大学浙江学院,浙江省教育厅,金华市,本科
3538,浙江外国语学院,浙江省,杭州市,本科
3539,浙江音乐学院,浙江省,杭州市,本科
3540,宁波诺丁汉大学,浙江省教育厅,宁波市,本科
3541,温州肯恩大学,浙江省教育厅,温州市,本科
3542,宁波职业技术学院,浙江省,宁波市,专科
3543,温州职业技术学院,浙江省,温州市,专科
3544,浙江交通职业技术学院,浙江省,杭州市,专科
3545,金华职业技术学院,浙江省,金华市,专科
3546,宁波城市职业技术学院,浙江省,宁波市,专科
3547,浙江电力职业技术学院,浙江省,杭州市,专科
3548,浙江同济科技职业学院,浙江省,杭州市,专科
3549,浙江工商职业技术学院,浙江省,宁波市,专科
3550,台州职业技术学院,浙江省,台州市,专科
3551,浙江工贸职业技术学院,浙江省,温州市,专科
3552,浙江医药高等专科学校,浙江省,宁波市,专科
3553,浙江机电职业技术学院,浙江省,杭州市,专科
3554,浙江建设职业技术学院,浙江省,杭州市,专科
3555,浙江艺术职业学院,浙江省,杭州市,专科
3556,浙江经贸职业技术学院,浙江省,杭州市,专科
3557,浙江商业职业技术学院,浙江省,杭州市,专科
3558,浙江经济职业技术学院,浙江省,杭州市,专科
3559,浙江旅游职业学院,浙江省,杭州市,专科
3560,浙江育英职业技术学院,浙江省教育厅,杭州市,专科
3561,浙江警官职业学院,浙江省,杭州市,专科
3562,浙江金融职业学院,浙江省,杭州市,专科
3563,浙江工业职业技术学院,浙江省,绍兴市,专科
3564,杭州职业技术学院,浙江省,杭州市,专科
3565,嘉兴职业技术学院,浙江省,嘉兴市,专科
3566,湖州职业技术学院,浙江省,湖州市,专科
3567,绍兴职业技术学院,浙江省教育厅,绍兴市,专科
3568,衢州职业技术学院,浙江省,衢州市,专科
3569,丽水职业技术学院,浙江省,丽水市,专科
3570,浙江东方职业技术学院,浙江省教育厅,温州市,专科
3571,义乌工商职业技术学院,浙江省,金华市,专科
3572,浙江纺织服装职业技术学院,浙江省,宁波市,专科
3573,杭州科技职业技术学院,浙江省,杭州市,专科
3574,浙江长征职业技术学院,浙江省教育厅,杭州市,专科
3575,嘉兴南洋职业技术学院,浙江省教育厅,嘉兴市,专科
3576,浙江广厦建设职业技术学院,浙江省教育厅,金华市,专科
3577,杭州万向职业技术学院,浙江省教育厅,杭州市,专科
3578,浙江邮电职业技术学院,浙江省,绍兴市,专科
3579,宁波卫生职业技术学院,浙江省,宁波市,专科
3580,台州科技职业学院,浙江省,台州市,专科
3581,浙江国际海运职业技术学院,浙江省,舟山市,专科
3582,浙江体育职业技术学院,浙江省,杭州市,专科
3583,温州科技职业学院,浙江省,温州市,专科
3584,浙江汽车职业技术学院,浙江省教育厅,台州市,专科
3585,浙江横店影视职业学院,浙江省教育厅,金华市,专科
3586,浙江农业商贸职业学院,浙江省,绍兴市,专科
3587,浙江特殊教育职业学院,浙江省,杭州市,专科
3588,浙江安防职业技术学院,浙江省,温州市,专科
3589,浙江舟山群岛新区旅游与健康职业学院,浙江省,舟山市,专科
3590,安徽大学,安徽省,合肥市,本科
3591,中国科学技术大学,中国科学院,合肥市,本科
3592,合肥工业大学,教育部,合肥市,本科
3593,安徽工业大学,安徽省,马鞍山市,本科
3594,安徽理工大学,安徽省,淮南市,本科
3595,安徽工程大学,安徽省,芜湖市,本科
3596,安徽农业大学,安徽省,合肥市,本科
3597,安徽医科大学,安徽省,合肥市,本科
3598,蚌埠医学院,安徽省,蚌埠市,本科
3599,皖南医学院,安徽省,芜湖市,本科
3600,安徽中医药大学,安徽省,合肥市,本科
3601,安徽师范大学,安徽省,芜湖市,本科
3602,阜阳师范学院,安徽省,阜阳市,本科
3603,安庆师范大学,安徽省,安庆市,本科
3604,淮北师范大学,安徽省,淮北市,本科
3605,黄山学院,安徽省,黄山市,本科
3606,皖西学院,安徽省,六安市,本科
3607,滁州学院,安徽省,滁州市,本科
3608,安徽财经大学,安徽省,蚌埠市,本科
3609,宿州学院,安徽省,宿州市,本科
3610,巢湖学院,安徽省,合肥市,本科
3611,淮南师范学院,安徽省,淮南市,本科
3612,铜陵学院,安徽省,铜陵市,本科
3613,安徽建筑大学,安徽省,合肥市,本科
3614,安徽科技学院,安徽省,滁州市,本科
3615,安徽三联学院,安徽省教育厅,合肥市,本科
